STATE,A_MEDIAN,OCC_CAT,YEAR
Vermont,59190,15,2008
Vermont,64140,17,2008
Vermont,54560,19,2008
Vermont,35480,21,2008
Vermont,62880,23,2008
Vermont,37580,25,2008
Vermont,37200,27,2008
Vermont,54600,29,2008
Vermont,26000,31,2008
Vermont,34280,33,2008
Vermont,21170,35,2008
Vermont,23950,37,2008
Vermont,21470,39,2008
Vermont,23940,41,2008
Vermont,30010,43,2008
Vermont,24520,45,2008
Vermont,35340,47,2008
Vermont,36770,49,2008
Vermont,29740,51,2008
Vermont,29040,53,2008
Virginia,33830,00,2008
Virginia,98620,11,2008
Virginia,64050,13,2008
Virginia,83290,15,2008
Virginia,69090,17,2008
Virginia,65870,19,2008
Virginia,40600,21,2008
Virginia,77370,23,2008
Virginia,45200,25,2008
Virginia,44230,27,2008
Virginia,54440,29,2008
Virginia,23790,31,2008
Virginia,36820,33,2008
Virginia,17770,35,2008
Virginia,20740,37,2008
Virginia,20010,39,2008
Virginia,23890,41,2008
Virginia,30210,43,2008
Virginia,25520,45,2008
Virginia,35030,47,2008
Virginia,39150,49,2008
Virginia,28560,51,2008
Virginia,27200,53,2008
Washington,37270,00,2008
Washington,100630,11,2008
Washington,62410,13,2008
Washington,81290,15,2008
Washington,73980,17,2008
Washington,60230,19,2008
Washington,41790,21,2008
Washington,66680,23,2008
Washington,44560,25,2008
Washington,45920,27,2008
Washington,65820,29,2008
Washington,27970,31,2008
Washington,47020,33,2008
Washington,21040,35,2008
Washington,25540,37,2008
Washington,23610,39,2008
Washington,28100,41,2008
Washington,32680,43,2008
Washington,24490,45,2008
Washington,47390,47,2008
Washington,44530,49,2008
Washington,33260,51,2008
Washington,30960,53,2008
West Virginia,26260,00,2008
West Virginia,61460,11,2008
West Virginia,46760,13,2008
West Virginia,50150,15,2008
West Virginia,53410,17,2008
West Virginia,40570,19,2008
West Virginia,27270,21,2008
West Virginia,47530,23,2008
West Virginia,39660,25,2008
West Virginia,27900,27,2008
West Virginia,44530,29,2008
West Virginia,19380,31,2008
West Virginia,24780,33,2008
West Virginia,15680,35,2008
West Virginia,18560,37,2008
West Virginia,15940,39,2008
West Virginia,18700,41,2008
West Virginia,23700,43,2008
West Virginia,23980,45,2008
West Virginia,36760,47,2008
West Virginia,32070,49,2008
West Virginia,29530,51,2008
West Virginia,23980,53,2008
Wisconsin,31800,00,2008
Wisconsin,81180,11,2008
Wisconsin,51410,13,2008
Wisconsin,61880,15,2008
Wisconsin,58820,17,2008
Wisconsin,52580,19,2008
Wisconsin,40320,21,2008
Wisconsin,53250,23,2008
Wisconsin,42890,25,2008
Wisconsin,36870,27,2008
Wisconsin,56580,29,2008
Wisconsin,25420,31,2008
Wisconsin,37310,33,2008
Wisconsin,17380,35,2008
Wisconsin,22240,37,2008
Wisconsin,20870,39,2008
Wisconsin,23070,41,2008
Wisconsin,29430,43,2008
Wisconsin,25570,45,2008
Wisconsin,44450,47,2008
Wisconsin,39480,49,2008
Wisconsin,31220,51,2008
Wisconsin,28120,53,2008
Wyoming,32280,00,2008
Wyoming,67410,11,2008
Wyoming,48840,13,2008
Wyoming,51080,15,2008
Wyoming,59300,17,2008
Wyoming,45400,19,2008
Wyoming,37240,21,2008
Wyoming,49580,23,2008
Wyoming,43970,25,2008
Wyoming,27120,27,2008
Wyoming,51500,29,2008
Wyoming,24360,31,2008
Wyoming,37450,33,2008
Wyoming,17270,35,2008
Wyoming,21750,37,2008
Wyoming,20600,39,2008
Wyoming,22170,41,2008
Wyoming,27220,43,2008
Wyoming,29460,45,2008
Wyoming,39530,47,2008
Wyoming,40700,49,2008
Wyoming,37630,51,2008
Wyoming,32160,53,2008
Guam,23310,00,2008
Guam,47270,11,2008
Guam,39540,13,2008
Guam,40860,15,2008
Guam,43000,17,2008
Guam,38000,19,2008
Guam,29810,21,2008
Guam,55850,23,2008
Guam,37740,25,2008
Guam,24560,27,2008
Guam,39940,29,2008
Guam,21380,31,2008
Guam,24510,33,2008
Guam,15180,35,2008
Guam,15350,37,2008
Guam,20150,39,2008
Guam,15830,41,2008
Guam,23480,43,2008
Guam,25750,47,2008
Guam,25860,49,2008
Guam,21030,51,2008
Guam,19390,53,2008
Puerto Rico,18720,00,2008
Puerto Rico,53990,11,2008
Puerto Rico,29940,13,2008
Puerto Rico,37040,15,2008
Puerto Rico,45730,17,2008
Puerto Rico,36230,19,2008
Puerto Rico,24350,21,2008
Puerto Rico,47980,23,2008
Puerto Rico,29540,25,2008
Puerto Rico,23980,27,2008
Puerto Rico,24100,29,2008
Puerto Rico,15070,31,2008
Puerto Rico,20720,33,2008
Puerto Rico,14830,35,2008
Puerto Rico,15410,37,2008
Puerto Rico,15130,39,2008
Puerto Rico,15290,41,2008
Puerto Rico,18580,43,2008
Puerto Rico,17470,45,2008
Puerto Rico,16620,47,2008
Puerto Rico,22240,49,2008
Puerto Rico,16970,51,2008
Puerto Rico,15630,53,2008
Virgin Islands,27120,00,2008
Virgin Islands,67580,11,2008
Virgin Islands,41420,13,2008
Virgin Islands,47350,15,2008
Virgin Islands,54290,17,2008
Virgin Islands,41880,19,2008
Virgin Islands,31530,21,2008
Virgin Islands,60760,23,2008
Virgin Islands,39630,25,2008
Virgin Islands,36190,27,2008
Virgin Islands,43220,29,2008
Virgin Islands,20050,31,2008
Virgin Islands,26950,33,2008
Virgin Islands,18270,35,2008
Virgin Islands,19560,37,2008
Virgin Islands,19470,39,2008
Virgin Islands,21090,41,2008
Virgin Islands,24730,43,2008
Virgin Islands,34090,47,2008
Virgin Islands,32960,49,2008
Virgin Islands,34940,51,2008
Virgin Islands,23620,53,2008
Alabama,29020,00,2009
Alabama,78870,11,2009
Alabama,55790,13,2009
Alabama,66970,15,2009
Alabama,68540,17,2009
Alabama,48770,19,2009
Alabama,38020,21,2009
Alabama,63900,23,2009
Alabama,43730,25,2009
Alabama,34300,27,2009
Alabama,47530,29,2009
Alabama,20800,31,2009
Alabama,30670,33,2009
Alabama,16260,35,2009
Alabama,19210,37,2009
Alabama,17920,39,2009
Alabama,20750,41,2009
Alabama,26800,43,2009
Alabama,26270,45,2009
Alabama,30930,47,2009
Alabama,37280,49,2009
Alabama,27680,51,2009
Alabama,25280,53,2009
Alaska,40570,00,2009
Alaska,74650,11,2009
Alaska,59450,13,2009
Alaska,65060,15,2009
Alaska,85200,17,2009
Alaska,58870,19,2009
Alaska,40400,21,2009
Alaska,67390,23,2009
Alaska,53900,25,2009
Alaska,39340,27,2009
Alaska,68000,29,2009
Alaska,32130,31,2009
Alaska,43400,33,2009
Alaska,20740,35,2009
Alaska,27030,37,2009
Alaska,26120,39,2009
Alaska,25380,41,2009
Alaska,35140,43,2009
Alaska,26920,45,2009
Alaska,58240,47,2009
Alaska,52470,49,2009
Alaska,30440,51,2009
Alaska,37210,53,2009
Arizona,32220,00,2009
Arizona,77100,11,2009
Arizona,52480,13,2009
Arizona,66720,15,2009
Arizona,67150,17,2009
Arizona,51270,19,2009
Arizona,37410,21,2009
Arizona,65770,23,2009
Arizona,38230,25,2009
Arizona,38530,27,2009
Arizona,57920,29,2009
Arizona,25240,31,2009
Arizona,37950,33,2009
Arizona,18270,35,2009
Arizona,20790,37,2009
Arizona,21970,39,2009
Arizona,24950,41,2009
Arizona,30000,43,2009
Arizona,18120,45,2009
Arizona,35710,47,2009
Arizona,38760,49,2009
Arizona,29490,51,2009
Arizona,27930,53,2009
Arkansas,27420,00,2009
Arkansas,68340,11,2009
Arkansas,47050,13,2009
Arkansas,54550,15,2009
Arkansas,56570,17,2009
Arkansas,46650,19,2009
Arkansas,31600,21,2009
Arkansas,46620,23,2009
Arkansas,39970,25,2009
Arkansas,32590,27,2009
Arkansas,46170,29,2009
Arkansas,20730,31,2009
Arkansas,29650,33,2009
Arkansas,16290,35,2009
Arkansas,18890,37,2009
Arkansas,17230,39,2009
Arkansas,20050,41,2009
Arkansas,25500,43,2009
Arkansas,24920,45,2009
Arkansas,31350,47,2009
Arkansas,33520,49,2009
Arkansas,25980,51,2009
Arkansas,25590,53,2009
California,37260,00,2009
California,102770,11,2009
California,64470,13,2009
California,83390,15,2009
California,81940,17,2009
California,67300,19,2009
California,46480,21,2009
California,96100,23,2009
California,51950,25,2009
California,50960,27,2009
California,73410,29,2009
California,27510,31,2009
California,45730,33,2009
California,19380,35,2009
California,24060,37,2009
California,22480,39,2009
California,26330,41,2009
California,33940,43,2009
California,18700,45,2009
California,47660,47,2009
California,44250,49,2009
California,28080,51,2009
California,28340,53,2009
Colorado,36270,00,2009
Colorado,90970,11,2009
Colorado,61140,13,2009
Colorado,79720,15,2009
Colorado,74220,17,2009
Colorado,62690,19,2009
Colorado,38410,21,2009
Colorado,71910,23,2009
Colorado,43300,25,2009
Colorado,41900,27,2009
Colorado,61510,29,2009
Colorado,28390,31,2009
Colorado,40680,33,2009
Colorado,18740,35,2009
Colorado,22450,37,2009
Colorado,22490,39,2009
Colorado,27450,41,2009
Colorado,32720,43,2009
Colorado,23130,45,2009
Colorado,39020,47,2009
Colorado,41680,49,2009
Colorado,30530,51,2009
Colorado,30330,53,2009
Connecticut,40120,00,2009
Connecticut,97090,11,2009
Connecticut,66200,13,2009
Connecticut,78430,15,2009
Connecticut,71470,17,2009
Connecticut,65240,19,2009
Connecticut,47110,21,2009
Connecticut,74020,23,2009
Connecticut,53210,25,2009
Connecticut,45760,27,2009
Connecticut,66480,29,2009
Connecticut,30420,31,2009
Connecticut,45850,33,2009
Connecticut,20540,35,2009
Connecticut,27290,37,2009
Connecticut,22470,39,2009
Connecticut,26790,41,2009
Connecticut,36290,43,2009
Connecticut,29050,45,2009
Connecticut,49550,47,2009
Connecticut,46610,49,2009
Connecticut,35250,51,2009
Connecticut,29290,53,2009
Delaware,35690,00,2009
Delaware,104560,11,2009
Delaware,59380,13,2009
Delaware,75300,15,2009
Delaware,71750,17,2009
Delaware,64550,19,2009
Delaware,40700,21,2009
Delaware,79060,23,2009
Delaware,46360,25,2009
Delaware,42740,27,2009
Delaware,64850,29,2009
Delaware,28110,31,2009
Delaware,34830,33,2009
Delaware,19500,35,2009
Delaware,22480,37,2009
Delaware,22500,39,2009
Delaware,24130,41,2009
Delaware,32110,43,2009
Delaware,31070,45,2009
Delaware,40370,47,2009
Delaware,42930,49,2009
Delaware,27550,51,2009
Delaware,28410,53,2009
District of Columbia,57810,00,2009
District of Columbia,116900,11,2009
District of Columbia,79240,13,2009
District of Columbia,84300,15,2009
District of Columbia,92870,17,2009
District of Columbia,88640,19,2009
District of Columbia,43490,21,2009
District of Columbia,132920,23,2009
District of Columbia,56000,25,2009
District of Columbia,73100,27,2009
District of Columbia,66040,29,2009
District of Columbia,26810,31,2009
District of Columbia,49060,33,2009
District of Columbia,23100,35,2009
District of Columbia,26980,37,2009
District of Columbia,29020,39,2009
District of Columbia,29550,41,2009
District of Columbia,41680,43,2009
District of Columbia,47300,47,2009
District of Columbia,50480,49,2009
District of Columbia,42780,51,2009
District of Columbia,33070,53,2009
Florida,30320,00,2009
Florida,89910,11,2009
Florida,52670,13,2009
Florida,61290,15,2009
Florida,60650,17,2009
Florida,50980,19,2009
Florida,37050,21,2009
Florida,59120,23,2009
Florida,42630,25,2009
Florida,40440,27,2009
Florida,54680,29,2009
Florida,24320,31,2009
Florida,33650,33,2009
Florida,18340,35,2009
Florida,20570,37,2009
Florida,20280,39,2009
Florida,25800,41,2009
Florida,28130,43,2009
Florida,18430,45,2009
Florida,33360,47,2009
Florida,35860,49,2009
Florida,28180,51,2009
Florida,26220,53,2009
Georgia,31290,00,2009
Georgia,85580,11,2009
Georgia,60220,13,2009
Georgia,70760,15,2009
Georgia,63990,17,2009
Georgia,55440,19,2009
Georgia,36400,21,2009
Georgia,69550,23,2009
Georgia,43190,25,2009
Georgia,41460,27,2009
Georgia,53520,29,2009
Georgia,22450,31,2009
Georgia,30450,33,2009
Georgia,17010,35,2009
Georgia,20310,37,2009
Georgia,19250,39,2009
Georgia,22840,41,2009
Georgia,29550,43,2009
Georgia,23890,45,2009
Georgia,32270,47,2009
Georgia,38180,49,2009
Georgia,27090,51,2009
Georgia,26650,53,2009
Hawaii,34560,00,2009
Hawaii,76180,11,2009
Hawaii,54080,13,2009
Hawaii,64410,15,2009
Hawaii,70250,17,2009
Hawaii,56960,19,2009
Hawaii,43730,21,2009
Hawaii,63190,23,2009
Hawaii,44200,25,2009
Hawaii,37110,27,2009
Hawaii,71890,29,2009
Hawaii,30060,31,2009
Hawaii,36090,33,2009
Hawaii,20540,35,2009
Hawaii,29180,37,2009
Hawaii,22710,39,2009
Hawaii,24150,41,2009
Hawaii,32110,43,2009
Hawaii,30990,45,2009
Hawaii,57370,47,2009
Hawaii,45260,49,2009
Hawaii,30080,51,2009
Hawaii,29960,53,2009
Idaho,30030,00,2009
Idaho,63620,11,2009
Idaho,48940,13,2009
Idaho,51130,15,2009
Idaho,64090,17,2009
Idaho,44450,19,2009
Idaho,36540,21,2009
Idaho,56570,23,2009
Idaho,43480,25,2009
Idaho,27930,27,2009
Idaho,54360,29,2009
Idaho,22900,31,2009
Idaho,34710,33,2009
Idaho,17200,35,2009
Idaho,22300,37,2009
Idaho,18970,39,2009
Idaho,22770,41,2009
Idaho,27460,43,2009
Idaho,20680,45,2009
Idaho,35200,47,2009
Idaho,35350,49,2009
Idaho,28040,51,2009
Idaho,27330,53,2009
Illinois,34830,00,2009
Illinois,88760,11,2009
Illinois,58990,13,2009
Illinois,72380,15,2009
Illinois,68490,17,2009
Illinois,60710,19,2009
Illinois,39640,21,2009
Illinois,91350,23,2009
Illinois,49730,25,2009
Illinois,41350,27,2009
Illinois,57430,29,2009
Illinois,25160,31,2009
Illinois,40560,33,2009
Illinois,18510,35,2009
Illinois,22960,37,2009
Illinois,20710,39,2009
Illinois,23850,41,2009
Illinois,31270,43,2009
Illinois,26390,45,2009
Illinois,57820,47,2009
Illinois,42950,49,2009
Illinois,29770,51,2009
Illinois,27990,53,2009
Indiana,30630,00,2009
Indiana,77400,11,2009
Indiana,52690,13,2009
Indiana,60290,15,2009
Indiana,61160,17,2009
Indiana,46630,19,2009
Indiana,35540,21,2009
Indiana,50820,23,2009
Indiana,39040,25,2009
Indiana,32310,27,2009
Indiana,50530,29,2009
Indiana,23980,31,2009
Indiana,33640,33,2009
Indiana,17260,35,2009
Indiana,21280,37,2009
Indiana,19770,39,2009
Indiana,22150,41,2009
Indiana,28360,43,2009
Indiana,25310,45,2009
Indiana,40860,47,2009
Indiana,39140,49,2009
Indiana,31270,51,2009
Indiana,28340,53,2009
Iowa,29940,00,2009
Iowa,75010,11,2009
Iowa,50590,13,2009
Iowa,61870,15,2009
Iowa,61400,17,2009
Iowa,49340,19,2009
Iowa,33980,21,2009
Iowa,53510,23,2009
Iowa,36940,25,2009
Iowa,30960,27,2009
Iowa,47650,29,2009
Iowa,24170,31,2009
Iowa,34510,33,2009
Iowa,17480,35,2009
Iowa,21570,37,2009
Iowa,19230,39,2009
Iowa,21970,41,2009
Iowa,28010,43,2009
Iowa,24400,45,2009
Iowa,37000,47,2009
Iowa,37280,49,2009
Iowa,29890,51,2009
Iowa,28770,53,2009
Kansas,30440,00,2009
Kansas,76060,11,2009
Kansas,52910,13,2009
Kansas,62070,15,2009
Kansas,63160,17,2009
Kansas,50640,19,2009
Kansas,33900,21,2009
Kansas,56790,23,2009
Kansas,37620,25,2009
Kansas,32270,27,2009
Kansas,49590,29,2009
Kansas,22700,31,2009
Kansas,32620,33,2009
Kansas,17200,35,2009
Kansas,20940,37,2009
Kansas,18870,39,2009
Kansas,22350,41,2009
Kansas,27550,43,2009
Kansas,25500,45,2009
Kansas,34610,47,2009
Kansas,38470,49,2009
Kansas,29820,51,2009
Kansas,27470,53,2009
Kentucky,29920,00,2009
Kentucky,71860,11,2009
Kentucky,48550,13,2009
Kentucky,57190,15,2009
Kentucky,58730,17,2009
Kentucky,47010,19,2009
Kentucky,35640,21,2009
Kentucky,51640,23,2009
Kentucky,43690,25,2009
Kentucky,32050,27,2009
Kentucky,50400,29,2009
Kentucky,23890,31,2009
Kentucky,28460,33,2009
Kentucky,16740,35,2009
Kentucky,19950,37,2009
Kentucky,19120,39,2009
Kentucky,20700,41,2009
Kentucky,27570,43,2009
Kentucky,23740,45,2009
Kentucky,36300,47,2009
Kentucky,37230,49,2009
Kentucky,30130,51,2009
Kentucky,27780,53,2009
Louisiana,29440,00,2009
Louisiana,69430,11,2009
Louisiana,48720,13,2009
Louisiana,53110,15,2009
Louisiana,63410,17,2009
Louisiana,54000,19,2009
Louisiana,37990,21,2009
Louisiana,53390,23,2009
Louisiana,42450,25,2009
Louisiana,33340,27,2009
Louisiana,49920,29,2009
Louisiana,20160,31,2009
Louisiana,30230,33,2009
Louisiana,16450,35,2009
Louisiana,18680,37,2009
Louisiana,18320,39,2009
Louisiana,20430,41,2009
Louisiana,25960,43,2009
Louisiana,28570,45,2009
Louisiana,34770,47,2009
Louisiana,35810,49,2009
Louisiana,34120,51,2009
Louisiana,27110,53,2009
Maine,31230,00,2009
Maine,69870,11,2009
Maine,50630,13,2009
Maine,58220,15,2009
Maine,58670,17,2009
Maine,48970,19,2009
Maine,36800,21,2009
Maine,54740,23,2009
Maine,38680,25,2009
Maine,32220,27,2009
Maine,57080,29,2009
Maine,24510,31,2009
Maine,33150,33,2009
Maine,18790,35,2009
Maine,24280,37,2009
Maine,20690,39,2009
Maine,23040,41,2009
Maine,28910,43,2009
Maine,28920,45,2009
Maine,35550,47,2009
Maine,37570,49,2009
Maine,31580,51,2009
Maine,26790,53,2009
Maryland,39050,00,2009
Maryland,96570,11,2009
Maryland,65910,13,2009
Maryland,82830,15,2009
Maryland,75540,17,2009
Maryland,70530,19,2009
Maryland,44150,21,2009
Maryland,52680,25,2009
Maryland,46660,27,2009
Maryland,71260,29,2009
Maryland,27850,31,2009
Maryland,42790,33,2009
Maryland,18650,35,2009
Maryland,23450,37,2009
Maryland,22610,39,2009
Maryland,24400,41,2009
Maryland,33460,43,2009
Maryland,23570,45,2009
Maryland,39300,47,2009
Maryland,42770,49,2009
Maryland,32850,51,2009
Maryland,30490,53,2009
Massachusetts,40840,00,2009
Massachusetts,102920,11,2009
Massachusetts,67570,13,2009
Massachusetts,86000,15,2009
Massachusetts,75910,17,2009
Massachusetts,66850,19,2009
Massachusetts,39500,21,2009
Massachusetts,80550,23,2009
Massachusetts,53890,25,2009
Massachusetts,48050,27,2009
Massachusetts,66910,29,2009
Massachusetts,29690,31,2009
Massachusetts,44300,33,2009
Massachusetts,21840,35,2009
Massachusetts,28920,37,2009
Massachusetts,24670,39,2009
Massachusetts,26730,41,2009
Massachusetts,36060,43,2009
Massachusetts,23910,45,2009
Massachusetts,51010,47,2009
Massachusetts,45750,49,2009
Massachusetts,33220,51,2009
Massachusetts,30850,53,2009
Michigan,33740,00,2009
Michigan,87100,11,2009
Michigan,59060,13,2009
Michigan,66830,15,2009
Michigan,70640,17,2009
Michigan,51940,19,2009
Michigan,40750,21,2009
Michigan,66640,23,2009
Michigan,43860,25,2009
Michigan,41120,27,2009
Michigan,57940,29,2009
Michigan,25490,31,2009
Michigan,41110,33,2009
Michigan,18190,35,2009
Michigan,23460,37,2009
Michigan,20490,39,2009
Michigan,23560,41,2009
Michigan,30800,43,2009
Michigan,22420,45,2009
Michigan,43720,47,2009
Michigan,41840,49,2009
Michigan,33350,51,2009
Michigan,28730,53,2009
Minnesota,35640,00,2009
Minnesota,92510,11,2009
Minnesota,55210,13,2009
Minnesota,73540,15,2009
Minnesota,64230,17,2009
Minnesota,60950,19,2009
Minnesota,37540,21,2009
Minnesota,75950,23,2009
Minnesota,42340,25,2009
Minnesota,42830,27,2009
Minnesota,62930,29,2009
Minnesota,25940,31,2009
Minnesota,36840,33,2009
Minnesota,19040,35,2009
Minnesota,24340,37,2009
Minnesota,22870,39,2009
Minnesota,24920,41,2009
Minnesota,32510,43,2009
Minnesota,25140,45,2009
Minnesota,49270,47,2009
Minnesota,42250,49,2009
Minnesota,32480,51,2009
Minnesota,29760,53,2009
Mississippi,26510,00,2009
Mississippi,65000,11,2009
Mississippi,46260,13,2009
Mississippi,50820,15,2009
Mississippi,56000,17,2009
Mississippi,47200,19,2009
Mississippi,32440,21,2009
Mississippi,45120,23,2009
Mississippi,37700,25,2009
Mississippi,33140,27,2009
Mississippi,47680,29,2009
Mississippi,19560,31,2009
Mississippi,25560,33,2009
Mississippi,16500,35,2009
Mississippi,18570,37,2009
Mississippi,17950,39,2009
Mississippi,19830,41,2009
Mississippi,25500,43,2009
Mississippi,24300,45,2009
Mississippi,30260,47,2009
Mississippi,32860,49,2009
Mississippi,26350,51,2009
Mississippi,24780,53,2009
Missouri,30570,00,2009
Missouri,81060,11,2009
Missouri,52170,13,2009
Missouri,65650,15,2009
Missouri,64440,17,2009
Missouri,51710,19,2009
Missouri,34970,21,2009
Missouri,60230,23,2009
Missouri,38010,25,2009
Missouri,37410,27,2009
Missouri,48600,29,2009
Missouri,22290,31,2009
Missouri,29890,33,2009
Missouri,17260,35,2009
Missouri,20930,37,2009
Missouri,18970,39,2009
Missouri,22900,41,2009
Missouri,28440,43,2009
Missouri,23290,45,2009
Missouri,44120,47,2009
Missouri,37750,49,2009
Missouri,29200,51,2009
Missouri,27800,53,2009
Montana,28390,00,2009
Montana,63230,11,2009
Montana,46260,13,2009
Montana,49340,15,2009
Montana,54180,17,2009
Montana,41140,19,2009
Montana,32160,21,2009
Montana,47390,23,2009
Montana,32540,25,2009
Montana,27460,27,2009
Montana,51800,29,2009
Montana,23090,31,2009
Montana,33200,33,2009
Montana,17370,35,2009
Montana,20470,37,2009
Montana,18950,39,2009
Montana,21230,41,2009
Montana,26710,43,2009
Montana,28440,45,2009
Montana,37490,47,2009
Montana,36940,49,2009
Montana,29710,51,2009
Montana,28660,53,2009
Nebraska,29930,00,2009
Nebraska,75550,11,2009
Nebraska,51340,13,2009
Nebraska,63920,15,2009
Nebraska,57040,17,2009
Nebraska,50000,19,2009
Nebraska,31760,21,2009
Nebraska,50970,23,2009
Nebraska,39450,25,2009
Nebraska,33780,27,2009
Nebraska,49510,29,2009
Nebraska,24150,31,2009
Nebraska,33330,33,2009
Nebraska,16940,35,2009
Nebraska,20200,37,2009
Nebraska,18800,39,2009
Nebraska,21610,41,2009
Nebraska,27280,43,2009
Nebraska,23330,45,2009
Nebraska,33610,47,2009
Nebraska,36740,49,2009
Nebraska,28930,51,2009
Nebraska,29860,53,2009
Nevada,31740,00,2009
Nevada,79220,11,2009
Nevada,54800,13,2009
Nevada,62380,15,2009
Nevada,66820,17,2009
Nevada,57020,19,2009
Nevada,48660,21,2009
Nevada,79000,23,2009
Nevada,42240,25,2009
Nevada,42800,27,2009
Nevada,69680,29,2009
Nevada,28060,31,2009
Nevada,33410,33,2009
Nevada,22190,35,2009
Nevada,26880,37,2009
Nevada,19310,39,2009
Nevada,23980,41,2009
Nevada,30930,43,2009
Nevada,30640,45,2009
Nevada,48630,47,2009
Nevada,44820,49,2009
Nevada,29400,51,2009
Nevada,28480,53,2009
New Hampshire,34030,00,2009
New Hampshire,89790,11,2009
New Hampshire,54850,13,2009
New Hampshire,74550,15,2009
New Hampshire,63800,17,2009
New Hampshire,54390,19,2009
New Hampshire,36660,21,2009
New Hampshire,59580,23,2009
New Hampshire,41020,25,2009
New Hampshire,41630,27,2009
New Hampshire,59450,29,2009
