STATE,A_MEDIAN,OCC_CAT,YEAR
Delaware,22900,39,2013
Delaware,26580,41,2013
Delaware,33650,43,2013
Delaware,33030,45,2013
Delaware,42560,47,2013
Delaware,44990,49,2013
Delaware,29760,51,2013
Delaware,28680,53,2013
District of Columbia,63680,00,2013
District of Columbia,127070,11,2013
District of Columbia,82380,13,2013
District of Columbia,93900,15,2013
District of Columbia,96630,17,2013
District of Columbia,94960,19,2013
District of Columbia,47800,21,2013
District of Columbia,137520,23,2013
District of Columbia,58290,25,2013
District of Columbia,75570,27,2013
District of Columbia,72170,29,2013
District of Columbia,29330,31,2013
District of Columbia,48930,33,2013
District of Columbia,22190,35,2013
District of Columbia,30290,37,2013
District of Columbia,28380,39,2013
District of Columbia,28430,41,2013
District of Columbia,44980,43,2013
District of Columbia,54200,45,2013
District of Columbia,49290,47,2013
District of Columbia,55120,49,2013
District of Columbia,48040,51,2013
District of Columbia,36710,53,2013
Florida,30660,00,2013
Florida,95480,11,2013
Florida,57540,13,2013
Florida,67120,15,2013
Florida,65230,17,2013
Florida,51620,19,2013
Florida,37530,21,2013
Florida,60670,23,2013
Florida,42740,25,2013
Florida,38360,27,2013
Florida,57130,29,2013
Florida,24980,31,2013
Florida,33400,33,2013
Florida,19010,35,2013
Florida,20880,37,2013
Florida,20150,39,2013
Florida,24320,41,2013
Florida,29180,43,2013
Florida,19000,45,2013
Florida,33380,47,2013
Florida,36620,49,2013
Florida,28600,51,2013
Florida,25610,53,2013
Georgia,32510,00,2013
Georgia,93700,11,2013
Georgia,62200,13,2013
Georgia,74960,15,2013
Georgia,71050,17,2013
Georgia,55700,19,2013
Georgia,36900,21,2013
Georgia,73270,23,2013
Georgia,44830,25,2013
Georgia,42280,27,2013
Georgia,56310,29,2013
Georgia,24030,31,2013
Georgia,30500,33,2013
Georgia,18320,35,2013
Georgia,21130,37,2013
Georgia,19420,39,2013
Georgia,24010,41,2013
Georgia,30350,43,2013
Georgia,23060,45,2013
Georgia,34350,47,2013
Georgia,39110,49,2013
Georgia,28030,51,2013
Georgia,27770,53,2013
Hawaii,36910,00,2013
Hawaii,75990,11,2013
Hawaii,59310,13,2013
Hawaii,69330,15,2013
Hawaii,74400,17,2013
Hawaii,59090,19,2013
Hawaii,41840,21,2013
Hawaii,73020,23,2013
Hawaii,45410,25,2013
Hawaii,40520,27,2013
Hawaii,75600,29,2013
Hawaii,30620,31,2013
Hawaii,37490,33,2013
Hawaii,22460,35,2013
Hawaii,31010,37,2013
Hawaii,23690,39,2013
Hawaii,26250,41,2013
Hawaii,34180,43,2013
Hawaii,23350,45,2013
Hawaii,60880,47,2013
Hawaii,48610,49,2013
Hawaii,31760,51,2013
Hawaii,32720,53,2013
Idaho,30540,00,2013
Idaho,68480,11,2013
Idaho,53530,13,2013
Idaho,61090,15,2013
Idaho,73070,17,2013
Idaho,47500,19,2013
Idaho,37950,21,2013
Idaho,60510,23,2013
Idaho,32420,25,2013
Idaho,31550,27,2013
Idaho,56510,29,2013
Idaho,24380,31,2013
Idaho,35970,33,2013
Idaho,18390,35,2013
Idaho,21940,37,2013
Idaho,18820,39,2013
Idaho,23660,41,2013
Idaho,28350,43,2013
Idaho,22630,45,2013
Idaho,35750,47,2013
Idaho,38030,49,2013
Idaho,29350,51,2013
Idaho,28740,53,2013
Illinois,35720,00,2013
Illinois,91310,11,2013
Illinois,64780,13,2013
Illinois,76680,15,2013
Illinois,72260,17,2013
Illinois,62020,19,2013
Illinois,40940,21,2013
Illinois,73760,23,2013
Illinois,45930,25,2013
Illinois,43870,27,2013
Illinois,59790,29,2013
Illinois,25220,31,2013
Illinois,37910,33,2013
Illinois,19140,35,2013
Illinois,23920,37,2013
Illinois,21660,39,2013
Illinois,26000,41,2013
Illinois,32470,43,2013
Illinois,26800,45,2013
Illinois,57800,47,2013
Illinois,44690,49,2013
Illinois,31740,51,2013
Illinois,29280,53,2013
Indiana,31990,00,2013
Indiana,80300,11,2013
Indiana,55740,13,2013
Indiana,65210,15,2013
Indiana,66150,17,2013
Indiana,47450,19,2013
Indiana,37690,21,2013
Indiana,56090,23,2013
Indiana,41160,25,2013
Indiana,34540,27,2013
Indiana,53370,29,2013
Indiana,24340,31,2013
Indiana,34480,33,2013
Indiana,18460,35,2013
Indiana,22120,37,2013
Indiana,19450,39,2013
Indiana,23560,41,2013
Indiana,29720,43,2013
Indiana,26420,45,2013
Indiana,44800,47,2013
Indiana,41030,49,2013
Indiana,30580,51,2013
Indiana,28920,53,2013
Iowa,32380,00,2013
Iowa,76230,11,2013
Iowa,55770,13,2013
Iowa,67250,15,2013
Iowa,63020,17,2013
Iowa,51750,19,2013
Iowa,36420,21,2013
Iowa,55160,23,2013
Iowa,40600,25,2013
Iowa,32110,27,2013
Iowa,52070,29,2013
Iowa,25110,31,2013
Iowa,40780,33,2013
Iowa,18480,35,2013
Iowa,22420,37,2013
Iowa,20150,39,2013
Iowa,23060,41,2013
Iowa,30190,43,2013
Iowa,29080,45,2013
Iowa,38360,47,2013
Iowa,39770,49,2013
Iowa,31550,51,2013
Iowa,30200,53,2013
Kansas,32110,00,2013
Kansas,84410,11,2013
Kansas,58240,13,2013
Kansas,66770,15,2013
Kansas,69530,17,2013
Kansas,52830,19,2013
Kansas,36630,21,2013
Kansas,57790,23,2013
Kansas,39130,25,2013
Kansas,33580,27,2013
Kansas,53010,29,2013
Kansas,23490,31,2013
Kansas,34770,33,2013
Kansas,18380,35,2013
Kansas,21540,37,2013
Kansas,20070,39,2013
Kansas,23810,41,2013
Kansas,29560,43,2013
Kansas,26580,45,2013
Kansas,36700,47,2013
Kansas,40870,49,2013
Kansas,32030,51,2013
Kansas,29430,53,2013
Kentucky,31220,00,2013
Kentucky,77450,11,2013
Kentucky,52370,13,2013
Kentucky,59330,15,2013
Kentucky,65880,17,2013
Kentucky,47250,19,2013
Kentucky,36280,21,2013
Kentucky,54250,23,2013
Kentucky,47750,25,2013
Kentucky,33250,27,2013
Kentucky,52870,29,2013
Kentucky,24390,31,2013
Kentucky,29910,33,2013
Kentucky,18290,35,2013
Kentucky,20720,37,2013
Kentucky,19400,39,2013
Kentucky,22450,41,2013
Kentucky,29110,43,2013
Kentucky,23220,45,2013
Kentucky,37810,47,2013
Kentucky,38790,49,2013
Kentucky,30860,51,2013
Kentucky,28210,53,2013
Louisiana,31260,00,2013
Louisiana,76770,11,2013
Louisiana,52610,13,2013
Louisiana,58990,15,2013
Louisiana,70420,17,2013
Louisiana,56530,19,2013
Louisiana,39140,21,2013
Louisiana,59780,23,2013
Louisiana,44840,25,2013
Louisiana,37200,27,2013
Louisiana,50680,29,2013
Louisiana,21530,31,2013
Louisiana,32140,33,2013
Louisiana,18320,35,2013
Louisiana,19590,37,2013
Louisiana,18640,39,2013
Louisiana,22440,41,2013
Louisiana,27980,43,2013
Louisiana,29880,45,2013
Louisiana,36430,47,2013
Louisiana,37830,49,2013
Louisiana,36680,51,2013
Louisiana,29840,53,2013
Maine,33400,00,2013
Maine,75640,11,2013
Maine,55420,13,2013
Maine,62220,15,2013
Maine,68580,17,2013
Maine,51820,19,2013
Maine,37680,21,2013
Maine,56080,23,2013
Maine,41310,25,2013
Maine,30950,27,2013
Maine,59940,29,2013
Maine,25920,31,2013
Maine,33470,33,2013
Maine,19270,35,2013
Maine,24170,37,2013
Maine,21500,39,2013
Maine,23280,41,2013
Maine,30730,43,2013
Maine,31480,45,2013
Maine,36650,47,2013
Maine,41020,49,2013
Maine,34410,51,2013
Maine,29240,53,2013
Maryland,40710,00,2013
Maryland,109200,11,2013
Maryland,71570,13,2013
Maryland,89010,15,2013
Maryland,84860,17,2013
Maryland,75080,19,2013
Maryland,44670,21,2013
Maryland,65500,23,2013
Maryland,52740,25,2013
Maryland,49010,27,2013
Maryland,69340,29,2013
Maryland,28550,31,2013
Maryland,41870,33,2013
Maryland,18980,35,2013
Maryland,24390,37,2013
Maryland,23000,39,2013
Maryland,25070,41,2013
Maryland,35320,43,2013
Maryland,29370,45,2013
Maryland,40840,47,2013
Maryland,44770,49,2013
Maryland,33850,51,2013
Maryland,31440,53,2013
Massachusetts,43830,00,2013
Massachusetts,107020,11,2013
Massachusetts,71130,13,2013
Massachusetts,88100,15,2013
Massachusetts,78980,17,2013
Massachusetts,67090,19,2013
Massachusetts,42860,21,2013
Massachusetts,83370,23,2013
Massachusetts,56620,25,2013
Massachusetts,49470,27,2013
Massachusetts,71440,29,2013
Massachusetts,30440,31,2013
Massachusetts,48530,33,2013
Massachusetts,21870,35,2013
Massachusetts,30300,37,2013
Massachusetts,26090,39,2013
Massachusetts,27850,41,2013
Massachusetts,37840,43,2013
Massachusetts,27280,45,2013
Massachusetts,53790,47,2013
Massachusetts,48360,49,2013
Massachusetts,35300,51,2013
Massachusetts,31990,53,2013
Michigan,34670,00,2013
Michigan,90820,11,2013
Michigan,60580,13,2013
Michigan,67970,15,2013
Michigan,72990,17,2013
Michigan,50790,19,2013
Michigan,43320,21,2013
Michigan,70940,23,2013
Michigan,44470,25,2013
Michigan,41340,27,2013
Michigan,60140,29,2013
Michigan,26050,31,2013
Michigan,41570,33,2013
Michigan,18760,35,2013
Michigan,22950,37,2013
Michigan,20790,39,2013
Michigan,24760,41,2013
Michigan,31190,43,2013
Michigan,25220,45,2013
Michigan,44240,47,2013
Michigan,40490,49,2013
Michigan,33340,51,2013
Michigan,29750,53,2013
Minnesota,37390,00,2013
Minnesota,95750,11,2013
Minnesota,61390,13,2013
Minnesota,75860,15,2013
Minnesota,70330,17,2013
Minnesota,59970,19,2013
Minnesota,41170,21,2013
Minnesota,77070,23,2013
Minnesota,45150,25,2013
Minnesota,44210,27,2013
Minnesota,64350,29,2013
Minnesota,27010,31,2013
Minnesota,38970,33,2013
Minnesota,18710,35,2013
Minnesota,23790,37,2013
Minnesota,22470,39,2013
Minnesota,26270,41,2013
Minnesota,34660,43,2013
Minnesota,28440,45,2013
Minnesota,49860,47,2013
Minnesota,43350,49,2013
Minnesota,33730,51,2013
Minnesota,32510,53,2013
Mississippi,28240,00,2013
Mississippi,70710,11,2013
Mississippi,50380,13,2013
Mississippi,57680,15,2013
Mississippi,61490,17,2013
Mississippi,51510,19,2013
Mississippi,34730,21,2013
Mississippi,48370,23,2013
Mississippi,37720,25,2013
Mississippi,34320,27,2013
Mississippi,48770,29,2013
Mississippi,21190,31,2013
Mississippi,26810,33,2013
Mississippi,18060,35,2013
Mississippi,19140,37,2013
Mississippi,18640,39,2013
Mississippi,20920,41,2013
Mississippi,27250,43,2013
Mississippi,29010,45,2013
Mississippi,32910,47,2013
Mississippi,34750,49,2013
Mississippi,28290,51,2013
Mississippi,26040,53,2013
Missouri,32340,00,2013
Missouri,81560,11,2013
Missouri,56680,13,2013
Missouri,70430,15,2013
Missouri,69410,17,2013
Missouri,53780,19,2013
Missouri,36250,21,2013
Missouri,68250,23,2013
Missouri,40540,25,2013
Missouri,37720,27,2013
Missouri,52650,29,2013
Missouri,23340,31,2013
Missouri,31470,33,2013
Missouri,18460,35,2013
Missouri,22040,37,2013
Missouri,19290,39,2013
Missouri,23220,41,2013
Missouri,30070,43,2013
Missouri,22440,45,2013
Missouri,47050,47,2013
Missouri,38510,49,2013
Missouri,30230,51,2013
Missouri,28920,53,2013
Montana,30770,00,2013
Montana,71700,11,2013
Montana,50700,13,2013
Montana,53280,15,2013
Montana,61080,17,2013
Montana,47250,19,2013
Montana,33570,21,2013
Montana,48680,23,2013
Montana,38240,25,2013
Montana,28510,27,2013
Montana,56020,29,2013
Montana,25390,31,2013
Montana,35590,33,2013
Montana,18780,35,2013
Montana,22050,37,2013
Montana,21550,39,2013
Montana,23370,41,2013
Montana,28300,43,2013
Montana,27720,45,2013
Montana,41500,47,2013
Montana,38390,49,2013
Montana,30970,51,2013
Montana,31760,53,2013
Nebraska,31840,00,2013
Nebraska,84920,11,2013
Nebraska,56890,13,2013
Nebraska,67730,15,2013
Nebraska,63160,17,2013
Nebraska,52600,19,2013
Nebraska,32530,21,2013
Nebraska,57370,23,2013
Nebraska,42160,25,2013
Nebraska,35790,27,2013
Nebraska,52880,29,2013
Nebraska,25700,31,2013
Nebraska,36260,33,2013
Nebraska,18370,35,2013
Nebraska,21810,37,2013
Nebraska,20140,39,2013
Nebraska,23860,41,2013
Nebraska,29040,43,2013
Nebraska,27540,45,2013
Nebraska,35080,47,2013
Nebraska,38660,49,2013
Nebraska,30230,51,2013
Nebraska,29840,53,2013
Nevada,33350,00,2013
Nevada,85190,11,2013
Nevada,56970,13,2013
Nevada,69110,15,2013
Nevada,70530,17,2013
Nevada,59320,19,2013
Nevada,47140,21,2013
Nevada,76490,23,2013
Nevada,46590,25,2013
Nevada,49140,27,2013
Nevada,73600,29,2013
Nevada,31160,31,2013
Nevada,33810,33,2013
Nevada,21600,35,2013
Nevada,30580,37,2013
Nevada,19650,39,2013
Nevada,25500,41,2013
Nevada,31810,43,2013
Nevada,31440,45,2013
Nevada,48580,47,2013
Nevada,48070,49,2013
Nevada,30170,51,2013
Nevada,31210,53,2013
New Hampshire,35800,00,2013
New Hampshire,93980,11,2013
New Hampshire,60810,13,2013
New Hampshire,75500,15,2013
New Hampshire,69550,17,2013
New Hampshire,57440,19,2013
New Hampshire,38450,21,2013
New Hampshire,63010,23,2013
New Hampshire,44270,25,2013
New Hampshire,40470,27,2013
New Hampshire,64260,29,2013
New Hampshire,29410,31,2013
New Hampshire,41100,33,2013
New Hampshire,19410,35,2013
New Hampshire,25770,37,2013
New Hampshire,22470,39,2013
New Hampshire,25020,41,2013
New Hampshire,32920,43,2013
New Hampshire,30240,45,2013
New Hampshire,40620,47,2013
New Hampshire,43200,49,2013
New Hampshire,33850,51,2013
New Hampshire,29590,53,2013
New Jersey,40250,00,2013
New Jersey,121080,11,2013
New Jersey,72060,13,2013
New Jersey,86210,15,2013
New Jersey,82560,17,2013
New Jersey,71810,19,2013
New Jersey,49300,21,2013
New Jersey,86780,23,2013
New Jersey,54030,25,2013
New Jersey,48280,27,2013
New Jersey,74760,29,2013
New Jersey,27610,31,2013
New Jersey,43660,33,2013
New Jersey,20590,35,2013
New Jersey,25490,37,2013
New Jersey,23910,39,2013
New Jersey,28050,41,2013
New Jersey,35680,43,2013
New Jersey,24440,45,2013
New Jersey,52940,47,2013
New Jersey,48960,49,2013
New Jersey,30980,51,2013
New Jersey,29020,53,2013
New Mexico,31490,00,2013
New Mexico,78280,11,2013
New Mexico,54670,13,2013
New Mexico,67180,15,2013
New Mexico,75160,17,2013
New Mexico,65050,19,2013
New Mexico,36800,21,2013
New Mexico,60190,23,2013
New Mexico,41750,25,2013
New Mexico,38700,27,2013
New Mexico,59560,29,2013
New Mexico,26140,31,2013
New Mexico,34280,33,2013
New Mexico,18910,35,2013
New Mexico,20670,37,2013
New Mexico,19030,39,2013
New Mexico,22840,41,2013
New Mexico,28830,43,2013
New Mexico,18950,45,2013
New Mexico,36080,47,2013
New Mexico,37980,49,2013
New Mexico,29880,51,2013
New Mexico,29180,53,2013
New York,40460,00,2013
New York,117450,11,2013
New York,73380,13,2013
New York,81050,15,2013
New York,73210,17,2013
New York,59150,19,2013
New York,45110,21,2013
New York,99570,23,2013
New York,53880,25,2013
New York,60350,27,2013
New York,70030,29,2013
New York,27010,31,2013
New York,45460,33,2013
New York,19610,35,2013
New York,29290,37,2013
New York,23390,39,2013
New York,28630,41,2013
New York,35450,43,2013
New York,24320,45,2013
New York,53160,47,2013
New York,45320,49,2013
New York,31990,51,2013
New York,33190,53,2013
North Carolina,32150,00,2013
North Carolina,98610,11,2013
North Carolina,61040,13,2013
North Carolina,76730,15,2013
North Carolina,67040,17,2013
North Carolina,57560,19,2013
North Carolina,40530,21,2013
North Carolina,55770,23,2013
North Carolina,40170,25,2013
North Carolina,39320,27,2013
North Carolina,55880,29,2013
North Carolina,22650,31,2013
North Carolina,32120,33,2013
North Carolina,18440,35,2013
North Carolina,21080,37,2013
North Carolina,19570,39,2013
North Carolina,23960,41,2013
North Carolina,30810,43,2013
North Carolina,23770,45,2013
North Carolina,33410,47,2013
North Carolina,39110,49,2013
North Carolina,29250,51,2013
North Carolina,26970,53,2013
North Dakota,35640,00,2013
North Dakota,82930,11,2013
North Dakota,52620,13,2013
North Dakota,56080,15,2013
North Dakota,59410,17,2013
North Dakota,52530,19,2013
North Dakota,41970,21,2013
North Dakota,54870,23,2013
North Dakota,43230,25,2013
North Dakota,31390,27,2013
North Dakota,52400,29,2013
North Dakota,28200,31,2013
North Dakota,35980,33,2013
North Dakota,19450,35,2013
North Dakota,23660,37,2013
North Dakota,22510,39,2013
North Dakota,24840,41,2013
North Dakota,30180,43,2013
North Dakota,30340,45,2013
North Dakota,43790,47,2013
North Dakota,43710,49,2013
North Dakota,33830,51,2013
North Dakota,38100,53,2013
Ohio,33730,00,2013
Ohio,86910,11,2013
Ohio,58880,13,2013
Ohio,70830,15,2013
Ohio,68160,17,2013
Ohio,56150,19,2013
Ohio,40110,21,2013
Ohio,65380,23,2013
Ohio,50580,25,2013
Ohio,39900,27,2013
Ohio,56860,29,2013
Ohio,23420,31,2013
Ohio,38060,33,2013
Ohio,18600,35,2013
Ohio,21870,37,2013
Ohio,19940,39,2013
Ohio,23940,41,2013
Ohio,30980,43,2013
Ohio,23870,45,2013
Ohio,43410,47,2013
Ohio,39880,49,2013
Ohio,32380,51,2013
Ohio,27660,53,2013
Oklahoma,30730,00,2013
Oklahoma,74090,11,2013
Oklahoma,53760,13,2013
Oklahoma,58890,15,2013
Oklahoma,71070,17,2013
Oklahoma,49870,19,2013
Oklahoma,34430,21,2013
Oklahoma,57470,23,2013
Oklahoma,38810,25,2013
Oklahoma,33720,27,2013
Oklahoma,49200,29,2013
Oklahoma,22870,31,2013
Oklahoma,30370,33,2013
Oklahoma,18330,35,2013
Oklahoma,20370,37,2013
Oklahoma,18930,39,2013
Oklahoma,22740,41,2013
Oklahoma,28310,43,2013
Oklahoma,23070,45,2013
Oklahoma,35380,47,2013
Oklahoma,37370,49,2013
Oklahoma,31230,51,2013
Oklahoma,28930,53,2013
Oregon,35850,00,2013
Oregon,84840,11,2013
Oregon,59100,13,2013
Oregon,71850,15,2013
Oregon,72810,17,2013
Oregon,56060,19,2013
Oregon,40310,21,2013
Oregon,75730,23,2013
Oregon,44700,25,2013
Oregon,41520,27,2013
Oregon,74830,29,2013
Oregon,30850,31,2013
Oregon,45040,33,2013
Oregon,19670,35,2013
Oregon,24000,37,2013
Oregon,22620,39,2013
Oregon,26990,41,2013
Oregon,33280,43,2013
Oregon,22520,45,2013
Oregon,45940,47,2013
Oregon,43730,49,2013
Oregon,33010,51,2013
Oregon,30060,53,2013
Pennsylvania,35320,00,2013
Pennsylvania,100210,11,2013
Pennsylvania,61830,13,2013
Pennsylvania,72210,15,2013
Pennsylvania,70020,17,2013
Pennsylvania,59940,19,2013
Pennsylvania,37790,21,2013
Pennsylvania,75030,23,2013
Pennsylvania,52500,25,2013
Pennsylvania,41520,27,2013
Pennsylvania,58820,29,2013
Pennsylvania,26190,31,2013
Pennsylvania,36280,33,2013
Pennsylvania,19270,35,2013
Pennsylvania,24190,37,2013
Pennsylvania,21540,39,2013
Pennsylvania,25330,41,2013
Pennsylvania,32020,43,2013
Pennsylvania,26840,45,2013
Pennsylvania,42560,47,2013
Pennsylvania,40900,49,2013
Pennsylvania,34400,51,2013
Pennsylvania,30750,53,2013
Rhode Island,37500,00,2013
Rhode Island,109570,11,2013
Rhode Island,66330,13,2013
Rhode Island,77410,15,2013
Rhode Island,81360,17,2013
Rhode Island,67490,19,2013
Rhode Island,39160,21,2013
Rhode Island,59840,23,2013
Rhode Island,60850,25,2013
Rhode Island,46020,27,2013
Rhode Island,70540,29,2013
Rhode Island,29160,31,2013
Rhode Island,48470,33,2013
Rhode Island,19250,35,2013
Rhode Island,27010,37,2013
Rhode Island,22600,39,2013
Rhode Island,25740,41,2013
Rhode Island,35810,43,2013
Rhode Island,18610,45,2013
Rhode Island,46880,47,2013
Rhode Island,43620,49,2013
Rhode Island,30140,51,2013
Rhode Island,29590,53,2013
South Carolina,30280,00,2013
South Carolina,82440,11,2013
South Carolina,53210,13,2013
South Carolina,60990,15,2013
South Carolina,69690,17,2013
South Carolina,53770,19,2013
South Carolina,35040,21,2013
South Carolina,50930,23,2013
South Carolina,43730,25,2013
South Carolina,35240,27,2013
South Carolina,53450,29,2013
South Carolina,22860,31,2013
South Carolina,30090,33,2013
South Carolina,18320,35,2013
South Carolina,19710,37,2013
South Carolina,19340,39,2013
South Carolina,21520,41,2013
South Carolina,29020,43,2013
South Carolina,26900,45,2013
South Carolina,33800,47,2013
South Carolina,37970,49,2013
South Carolina,31940,51,2013
South Carolina,25970,53,2013
South Dakota,29420,00,2013
South Dakota,82750,11,2013
South Dakota,52660,13,2013
South Dakota,53580,15,2013
South Dakota,56800,17,2013
South Dakota,47770,19,2013
South Dakota,35220,21,2013
South Dakota,56110,23,2013
South Dakota,36890,25,2013
South Dakota,31110,27,2013
South Dakota,48920,29,2013
South Dakota,24280,31,2013
South Dakota,33460,33,2013
South Dakota,18560,35,2013
South Dakota,21700,37,2013
South Dakota,21500,39,2013
South Dakota,23960,41,2013
South Dakota,26760,43,2013
South Dakota,26410,45,2013
South Dakota,32230,47,2013
South Dakota,38300,49,2013
South Dakota,29220,51,2013
South Dakota,27410,53,2013
Tennessee,30990,00,2013
Tennessee,75890,11,2013
Tennessee,54880,13,2013
Tennessee,65810,15,2013
Tennessee,69720,17,2013
Tennessee,54100,19,2013
Tennessee,37200,21,2013
Tennessee,61050,23,2013
Tennessee,42080,25,2013
Tennessee,37800,27,2013
Tennessee,51280,29,2013
Tennessee,23800,31,2013
Tennessee,31310,33,2013
Tennessee,18280,35,2013
Tennessee,20170,37,2013
Tennessee,19150,39,2013
Tennessee,23350,41,2013
Tennessee,29360,43,2013
Tennessee,23390,45,2013
Tennessee,34250,47,2013
Tennessee,38310,49,2013
Tennessee,30210,51,2013
Tennessee,27720,53,2013
Texas,32880,00,2013
Texas,93600,11,2013
Texas,63470,13,2013
Texas,76130,15,2013
Texas,78650,17,2013
Texas,57930,19,2013
Texas,42360,21,2013
Texas,75650,23,2013
Texas,46860,25,2013
Texas,39640,27,2013
Texas,59370,29,2013
Texas,23970,31,2013
Texas,35590,33,2013
Texas,18490,35,2013
Texas,19680,37,2013
Texas,18350,39,2013
Texas,25020,41,2013
Texas,30270,43,2013
Texas,20810,45,2013
Texas,34190,47,2013
Texas,38280,49,2013
Texas,29480,51,2013
Texas,27560,53,2013
Utah,33280,00,2013
Utah,81480,11,2013
Utah,57480,13,2013
Utah,70190,15,2013
Utah,69380,17,2013
Utah,51390,19,2013
Utah,36270,21,2013
Utah,69670,23,2013
Utah,37900,25,2013
Utah,38300,27,2013
Utah,57090,29,2013
Utah,24650,31,2013
Utah,35300,33,2013
Utah,18750,35,2013
Utah,20570,37,2013
Utah,20740,39,2013
Utah,25260,41,2013
Utah,29320,43,2013
Utah,23400,45,2013
Utah,38000,47,2013
Utah,42940,49,2013
Utah,31160,51,2013
Utah,30880,53,2013
Vermont,35380,00,2013
Vermont,83490,11,2013
Vermont,57420,13,2013
Vermont,63450,15,2013
Vermont,64070,17,2013
Vermont,52360,19,2013
Vermont,37020,21,2013
Vermont,57400,23,2013
Vermont,41700,25,2013
Vermont,36990,27,2013
Vermont,59430,29,2013
Vermont,28560,31,2013
Vermont,36130,33,2013
Vermont,22290,35,2013
Vermont,25860,37,2013
Vermont,23140,39,2013
Vermont,25360,41,2013
Vermont,32720,43,2013
Vermont,24160,45,2013
Vermont,37600,47,2013
Vermont,39620,49,2013
Vermont,31680,51,2013
Vermont,31610,53,2013
Virginia,36960,00,2013
Virginia,112680,11,2013
Virginia,72790,13,2013
Virginia,92290,15,2013
Virginia,78900,17,2013
Virginia,70270,19,2013
Virginia,42850,21,2013
Virginia,81820,23,2013
Virginia,45730,25,2013
Virginia,47440,27,2013
Virginia,58310,29,2013
Virginia,25720,31,2013
Virginia,37790,33,2013
Virginia,19420,35,2013
Virginia,21710,37,2013
Virginia,20070,39,2013
Virginia,24450,41,2013
Virginia,32250,43,2013
Virginia,27310,45,2013
Virginia,37140,47,2013
Virginia,42640,49,2013
Virginia,31130,51,2013
Virginia,29560,53,2013
Washington,40910,00,2013
Washington,103010,11,2013
Washington,67790,13,2013
Washington,96920,15,2013
Washington,83020,17,2013
Washington,62920,19,2013
Washington,40740,21,2013
Washington,74530,23,2013
Washington,46880,25,2013
Washington,45130,27,2013
Washington,71520,29,2013
Washington,31370,31,2013
Washington,44240,33,2013
Washington,21670,35,2013
Washington,26750,37,2013
Washington,23600,39,2013
Washington,28970,41,2013
Washington,35790,43,2013
Washington,24170,45,2013
Washington,51290,47,2013
Washington,48060,49,2013
Washington,36360,51,2013
Washington,33330,53,2013
West Virginia,29040,00,2013
West Virginia,67520,11,2013
West Virginia,52120,13,2013
West Virginia,56980,15,2013
West Virginia,62490,17,2013
West Virginia,45350,19,2013
West Virginia,31630,21,2013
West Virginia,53330,23,2013
West Virginia,41820,25,2013
West Virginia,35190,27,2013
West Virginia,49190,29,2013
West Virginia,21560,31,2013
West Virginia,27990,33,2013
West Virginia,18160,35,2013
West Virginia,20520,37,2013
West Virginia,18210,39,2013
West Virginia,20030,41,2013
West Virginia,25920,43,2013
West Virginia,26110,45,2013
West Virginia,40340,47,2013
West Virginia,35110,49,2013
West Virginia,31770,51,2013
West Virginia,27820,53,2013
Wisconsin,33950,00,2013
Wisconsin,86820,11,2013
Wisconsin,55480,13,2013
Wisconsin,67190,15,2013
Wisconsin,63320,17,2013
Wisconsin,53150,19,2013
Wisconsin,41190,21,2013
Wisconsin,58900,23,2013
Wisconsin,45840,25,2013
Wisconsin,38020,27,2013
Wisconsin,59770,29,2013
Wisconsin,27270,31,2013
Wisconsin,37360,33,2013
Wisconsin,18590,35,2013
Wisconsin,23040,37,2013
Wisconsin,21330,39,2013
Wisconsin,24490,41,2013
Wisconsin,31760,43,2013
Wisconsin,28940,45,2013
Wisconsin,45740,47,2013
Wisconsin,41600,49,2013
Wisconsin,33090,51,2013
Wisconsin,29400,53,2013
Wyoming,36990,00,2013
Wyoming,79640,11,2013
Wyoming,56350,13,2013
Wyoming,56200,15,2013
Wyoming,64370,17,2013
Wyoming,53220,19,2013
Wyoming,43020,21,2013
Wyoming,54610,23,2013
Wyoming,45730,25,2013
Wyoming,34170,27,2013
Wyoming,59360,29,2013
Wyoming,28120,31,2013
Wyoming,40520,33,2013
Wyoming,18770,35,2013
Wyoming,24130,37,2013
Wyoming,22520,39,2013
Wyoming,25010,41,2013
Wyoming,30810,43,2013
Wyoming,28120,45,2013
Wyoming,44050,47,2013
Wyoming,47560,49,2013
Wyoming,44270,51,2013
Wyoming,38850,53,2013
Guam,25440,00,2013
Guam,52470,11,2013
Guam,43550,13,2013
Guam,42130,15,2013
Guam,54150,17,2013
Guam,40710,19,2013
Guam,38560,21,2013
Guam,50680,23,2013
Guam,34350,25,2013
Guam,26460,27,2013
Guam,40540,29,2013
Guam,22970,31,2013
Guam,29840,33,2013
Guam,17780,35,2013
Guam,17940,37,2013
Guam,18410,39,2013
Guam,18960,41,2013
Guam,23220,43,2013
Guam,28360,45,2013
Guam,28000,47,2013
Guam,27450,49,2013
Guam,23280,51,2013
Guam,22500,53,2013
Puerto Rico,19780,00,2013
Puerto Rico,58030,11,2013
Puerto Rico,32200,13,2013
Puerto Rico,38030,15,2013
Puerto Rico,46270,17,2013
Puerto Rico,37540,19,2013
Puerto Rico,25990,21,2013
Puerto Rico,51560,23,2013
Puerto Rico,30900,25,2013
Puerto Rico,26950,27,2013
Puerto Rico,28400,29,2013
Puerto Rico,18430,31,2013
Puerto Rico,19880,33,2013
Puerto Rico,17880,35,2013
